StaffId,Name,JobTitle,GradeLevel,EmployeeType,FunctionalManager,Mobile,Country,Department,CostCenter,Email
563626557,Vikram Aggarwal,Junior Associate,10,Employee,Pooja Kapoor,,India,Dept_0943,17080348,vikram7.aggarwal@tech.com
479920016,Ankit Verma,Manager,6,Employee,Sneha Sharma,6914878945.0,India,Dept_0372,93648740,ankit8.verma@tech.com
784428973,Ayesha Kapoor,Manager,6,Contractor,Priya Aggarwal,,UK,Dept_0311,23623030,ayesha6.kapoor@tech.com
670471890,Amit Mehta,Junior Associate,10,Contractor,Jatin Bansal,6508697928.0,USA,Dept_0576,84131297,amit10.mehta@tech.com
204544138,Kunal Singh,Associate,9,Employee,Sneha Sharma,,Singapore,Dept_0100,15285272,kunal6.singh@tech.com
144042329,Sneha Iyer,Assistant Vice President,5,Employee,Ayesha Iyer,,Germany,Dept_0705,58638387,sneha5.iyer@tech.com
833232853,Pooja Mehta,Senior Analyst,7,Employee,Vikram Verma,8112123327.0,UK,Dept_0088,59656286,pooja6.mehta@tech.com
669355272,Amit Bansal,Vice President,4,Contractor,Jatin Singh,,India,Dept_0958,99778757,amit3.bansal@tech.com
438968079,Ankit Singh,Assistant Vice President,5,Contractor,Priya Verma,8589060194.0,India,Dept_0637,89231776,ankit9.singh@tech.com
828526750,Ankit Singh,Senior Analyst,7,Contractor,Ankit Kapoor,,Singapore,Dept_0327,32398512,ankit10.singh@tech.com
510173769,Neha Singh,Vice President,4,Contractor,Ayesha Iyer,7859504688.0,India,Dept_0280,98139894,neha8.singh@tech.com
581917476,Rahul Verma,Senior Analyst,7,Employee,Rahul Mehta,,Canada,Dept_0588,12578612,rahul10.verma@tech.com
956104065,Neha Kapoor,Manager,6,Contractor,Rahul Bansal,6154546476.0,Canada,Dept_0385,55048155,neha7.kapoor@tech.com
410088282,Ayesha Iyer,Manager,6,Contractor,Amit Singh,6568396520.0,Canada,Dept_0268,84139544,ayesha10.iyer@tech.com
112737840,Priya Singh,Assistant Vice President,5,Contractor,Vikram Sharma,,Canada,Dept_0936,52763636,priya5.singh@tech.com
566792435,Rahul Aggarwal,Junior Associate,10,Employee,Neha Singh,,USA,Dept_0383,18718672,rahul6.aggarwal@tech.com
669557898,Simran Gupta,Assistant Vice President,5,Employee,Simran Singh,,Canada,Dept_0827,55786338,simran9.gupta@tech.com
255853446,Rahul Mehta,Junior Associate,10,Contractor,Pooja Singh,,Germany,Dept_0125,17538528,rahul5.mehta@tech.com
381991615,Neha Sharma,Associate,9,Employee,Priya Sharma,,India,Dept_0444,41282897,neha8.sharma@tech.com
609586681,Kunal Sharma,Assistant Vice President,5,Contractor,Ayesha Bansal,,Singapore,Dept_0838,36481124,kunal9.sharma@tech.com
518834994,Pooja Mehta,Associate,9,Contractor,Priya Singh,,Singapore,Dept_0190,78126824,pooja7.mehta@tech.com
857640614,Amit Gupta,Vice President,4,Employee,Simran Mehta,,Canada,Dept_0127,20170987,amit4.gupta@tech.com
833913230,Ayesha Verma,Assistant Vice President,5,Employee,Neha Malhotra,7695086020.0,Germany,Dept_0423,78002009,ayesha5.verma@tech.com
507807998,Neha Iyer,Associate,9,Contractor,Vikram Iyer,,Germany,Dept_0008,97891427,neha7.iyer@tech.com
350891920,Priya Mehta,Associate,9,Employee,Kunal Malhotra,6269650838.0,UK,Dept_0925,18107284,priya5.mehta@tech.com
671789890,Rahul Kapoor,Analyst,8,Employee,Priya Kapoor,7367509213.0,Canada,Dept_0698,91269754,rahul9.kapoor@tech.com
907913252,Pooja Singh,Associate,9,Contractor,Simran Kapoor,7538081585.0,UK,Dept_0512,50298493,pooja10.singh@tech.com
901173040,Ankit Malhotra,Junior Associate,10,Employee,Simran Malhotra,,India,Dept_0708,57364760,ankit12.malhotra@tech.com
611386978,Sneha Verma,Senior Analyst,7,Contractor,Priya Verma,9730962189.0,Singapore,Dept_0157,29070042,sneha7.verma@tech.com
423590493,Rohit Aggarwal,Associate,9,Contractor,Jatin Kapoor,,Singapore,Dept_0375,11872359,rohit3.aggarwal@tech.com
611350152,Ayesha Mehta,Senior Analyst,7,Employee,Pooja Malhotra,,India,Dept_0401,73389452,ayesha9.mehta@tech.com
528148969,Ankit Gupta,Assistant Vice President,5,Contractor,Vikram Aggarwal,,UK,Dept_0850,83729641,ankit6.gupta@tech.com
598232236,Neha Kapoor,Manager,6,Contractor,Ayesha Malhotra,,Singapore,Dept_0993,99360714,neha8.kapoor@tech.com
279959558,Rahul Sharma,Vice President,4,Contractor,Vikram Kapoor,8610556946.0,USA,Dept_0241,79627150,rahul6.sharma@tech.com
156396358,Neha Iyer,Senior Analyst,7,Employee,Ankit Iyer,,UK,Dept_0646,51689626,neha8.iyer@tech.com
224548001,Rohit Bansal,Associate,9,Employee,Arjun Kapoor,8274772408.0,UK,Dept_0743,60110818,rohit7.bansal@tech.com
979964724,Ayesha Mehta,Junior Associate,10,Contractor,Simran Gupta,,Singapore,Dept_0379,65968870,ayesha10.mehta@tech.com
911194689,Ankit Gupta,Assistant Vice President,5,Contractor,Neha Sharma,9379306640.0,Germany,Dept_0349,87473129,ankit7.gupta@tech.com
383892497,Kunal Gupta,Junior Associate,10,Contractor,Priya Kapoor,,Canada,Dept_0608,91790554,kunal9.gupta@tech.com
789622604,Ayesha Gupta,Assistant Vice President,5,Contractor,Rahul Sharma,,UK,Dept_0524,22828887,ayesha9.gupta@tech.com
158331864,Amit Bansal,Senior Analyst,7,Employee,Ayesha Mehta,8273049424.0,Singapore,Dept_0618,45702898,amit4.bansal@tech.com
470522239,Rohit Gupta,Vice President,4,Employee,Rahul Verma,,Singapore,Dept_0253,39975290,rohit3.gupta@tech.com
888514234,Ankit Verma,Associate,9,Employee,Ankit Singh,9365898319.0,UK,Dept_0497,52166952,ankit9.verma@tech.com
720362276,Neha Gupta,Analyst,8,Contractor,Amit Gupta,,Canada,Dept_0907,36164817,neha13.gupta@tech.com
326405706,Priya Gupta,Analyst,8,Contractor,Rahul Singh,,UK,Dept_0268,37412632,priya5.gupta@tech.com
279619035,Jatin Aggarwal,Assistant Vice President,5,Employee,Vikram Aggarwal,7583260877.0,USA,Dept_0458,94005516,jatin7.aggarwal@tech.com
784590590,Amit Bansal,Senior Analyst,7,Contractor,Rohit Malhotra,6462760677.0,Singapore,Dept_0283,36545674,amit5.bansal@tech.com
879535586,Sneha Singh,Associate,9,Employee,Rohit Iyer,,India,Dept_0054,53827193,sneha9.singh@tech.com
572645050,Ankit Mehta,Analyst,8,Contractor,Arjun Sharma,,Canada,Dept_0445,96748718,ankit5.mehta@tech.com
809386103,Amit Verma,Manager,6,Contractor,Ayesha Verma,,Germany,Dept_0058,27698856,amit3.verma@tech.com
355494114,Rahul Mehta,Senior Analyst,7,Employee,Vikram Verma,,Canada,Dept_0241,22329160,rahul6.mehta@tech.com
511422431,Ankit Verma,Junior Associate,10,Contractor,Jatin Iyer,,Singapore,Dept_0411,83163611,ankit10.verma@tech.com
927176115,Rohit Iyer,Vice President,4,Employee,Simran Kapoor,,Singapore,Dept_0163,25468478,rohit6.iyer@tech.com
543399405,Neha Gupta,Junior Associate,10,Employee,Simran Iyer,,Singapore,Dept_0044,15660750,neha14.gupta@tech.com
908271285,Neha Mehta,Assistant Vice President,5,Contractor,Jatin Malhotra,7387060784.0,Canada,Dept_0687,63124555,neha2.mehta@tech.com
632520406,Simran Singh,Vice President,4,Employee,Rohit Bansal,8876090795.0,Germany,Dept_0070,15386160,simran4.singh@tech.com
999381416,Jatin Gupta,Assistant Vice President,5,Contractor,Amit Gupta,6030719222.0,Canada,Dept_0083,88058777,jatin5.gupta@tech.com
265517620,Ayesha Mehta,Manager,6,Employee,Ankit Verma,,Canada,Dept_0763,93589707,ayesha11.mehta@tech.com
982319181,Vikram Verma,Manager,6,Employee,Neha Mehta,,Germany,Dept_0263,54893916,vikram11.verma@tech.com
739460592,Priya Iyer,Assistant Vice President,5,Contractor,Ayesha Iyer,,Singapore,Dept_0618,97430584,priya5.iyer@tech.com
255767997,Simran Iyer,Associate,9,Employee,Priya Malhotra,,Singapore,Dept_0824,24325007,simran11.iyer@tech.com
190625378,Neha Bansal,Associate,9,Employee,Rahul Verma,9808141985.0,UK,Dept_0475,17297089,neha7.bansal@tech.com
468130224,Neha Bansal,Associate,9,Employee,Sneha Verma,,UK,Dept_0013,39047877,neha8.bansal@tech.com
135530684,Ayesha Verma,Junior Associate,10,Contractor,Simran Mehta,9092127805.0,Canada,Dept_0336,71456194,ayesha6.verma@tech.com
666279467,Simran Mehta,Senior Analyst,7,Contractor,Arjun Verma,8408745930.0,Canada,Dept_0878,43355581,simran9.mehta@tech.com
958319153,Rahul Aggarwal,Vice President,4,Employee,Ankit Bansal,,UK,Dept_0953,10001272,rahul7.aggarwal@tech.com
294142387,Rohit Bansal,Manager,6,Employee,Vikram Verma,6229943290.0,USA,Dept_0662,35606788,rohit8.bansal@tech.com
620677295,Ankit Sharma,Senior Analyst,7,Contractor,Rahul Malhotra,,UK,Dept_0789,14696647,ankit6.sharma@tech.com
353613398,Amit Singh,Vice President,4,Employee,Jatin Sharma,,Singapore,Dept_0179,11925224,amit8.singh@tech.com
852451295,Kunal Gupta,Vice President,4,Contractor,Priya Malhotra,,Canada,Dept_0577,74387599,kunal10.gupta@tech.com
940232725,Kunal Mehta,Vice President,4,Employee,Rohit Malhotra,7707416730.0,India,Dept_0039,76763043,kunal12.mehta@tech.com
380517824,Sneha Iyer,Senior Analyst,7,Employee,Kunal Mehta,,Canada,Dept_0065,47691414,sneha6.iyer@tech.com
288333634,Kunal Kapoor,Associate,9,Contractor,Sneha Iyer,6104852497.0,USA,Dept_0241,70128082,kunal9.kapoor@tech.com
967412340,Arjun Aggarwal,Junior Associate,10,Contractor,Jatin Verma,,Canada,Dept_0869,16347764,arjun3.aggarwal@tech.com
497034107,Rahul Bansal,Manager,6,Contractor,Amit Kapoor,9524940661.0,Germany,Dept_0168,60099110,rahul10.bansal@tech.com
579590189,Kunal Malhotra,Associate,9,Contractor,Ankit Iyer,9157638298.0,Singapore,Dept_0179,87874708,kunal5.malhotra@tech.com
807762976,Sneha Verma,Senior Analyst,7,Employee,Neha Sharma,9497080404.0,Canada,Dept_0556,64737449,sneha8.verma@tech.com
262280626,Rahul Bansal,Manager,6,Employee,Vikram Malhotra,7429382594.0,Canada,Dept_0478,70501156,rahul11.bansal@tech.com
893460026,Ayesha Mehta,Junior Associate,10,Contractor,Priya Bansal,,Germany,Dept_0350,82505898,ayesha12.mehta@tech.com
735408331,Ayesha Bansal,Associate,9,Employee,Pooja Iyer,9541997252.0,India,Dept_0844,66234015,ayesha8.bansal@tech.com
287490184,Vikram Aggarwal,Vice President,4,Employee,Ayesha Sharma,,Canada,Dept_0233,54949481,vikram8.aggarwal@tech.com
748348443,Ankit Verma,Senior Analyst,7,Contractor,Kunal Kapoor,6940904597.0,Canada,Dept_0418,24284340,ankit11.verma@tech.com
219775258,Arjun Kapoor,Assistant Vice President,5,Employee,Sneha Malhotra,,Germany,Dept_0820,24468787,arjun15.kapoor@tech.com
896103507,Rahul Singh,Senior Analyst,7,Contractor,Kunal Iyer,,Germany,Dept_0654,22963717,rahul6.singh@tech.com
115250362,Jatin Aggarwal,Junior Associate,10,Contractor,Arjun Bansal,,USA,Dept_0848,19574576,jatin8.aggarwal@tech.com
375904108,Sneha Sharma,Vice President,4,Contractor,Vikram Verma,8841486155.0,India,Dept_0715,90203261,sneha5.sharma@tech.com
395512122,Rohit Verma,Manager,6,Contractor,Arjun Bansal,7840496037.0,Canada,Dept_0630,89636235,rohit4.verma@tech.com
401691319,Sneha Aggarwal,Vice President,4,Contractor,Ankit Kapoor,,UK,Dept_0718,73565178,sneha3.aggarwal@tech.com
761207811,Rohit Malhotra,Junior Associate,10,Contractor,Kunal Gupta,8957476426.0,Canada,Dept_0503,13667919,rohit8.malhotra@tech.com
242312411,Sneha Sharma,Senior Analyst,7,Contractor,Jatin Singh,,India,Dept_0252,94731492,sneha6.sharma@tech.com
370637678,Rohit Verma,Vice President,4,Contractor,Ayesha Iyer,6147498408.0,UK,Dept_0566,70558903,rohit5.verma@tech.com
398337874,Rohit Sharma,Assistant Vice President,5,Employee,Pooja Sharma,,Germany,Dept_0456,19274392,rohit6.sharma@tech.com
941558920,Sneha Singh,Analyst,8,Employee,Rahul Verma,,Canada,Dept_0530,75914192,sneha10.singh@tech.com
182530219,Priya Mehta,Assistant Vice President,5,Contractor,Vikram Verma,8581792229.0,Singapore,Dept_0113,30776392,priya6.mehta@tech.com
642879692,Neha Kapoor,Junior Associate,10,Employee,Ankit Bansal,6024449114.0,Canada,Dept_0827,97761151,neha9.kapoor@tech.com
236173369,Rohit Aggarwal,Assistant Vice President,5,Employee,Rahul Verma,6959592967.0,Canada,Dept_0598,76216456,rohit4.aggarwal@tech.com
188594622,Sneha Sharma,Assistant Vice President,5,Employee,Ayesha Iyer,,Canada,Dept_0970,91229370,sneha7.sharma@tech.com
620507291,Sneha Kapoor,Analyst,8,Contractor,Vikram Verma,6088208330.0,Canada,Dept_0557,24271117,sneha5.kapoor@tech.com
407965966,Jatin Singh,Senior Analyst,7,Contractor,Arjun Iyer,,India,Dept_0270,99214834,jatin6.singh@tech.com
129311097,Rohit Malhotra,Manager,6,Employee,Kunal Verma,,USA,Dept_0089,86560560,rohit9.malhotra@tech.com
770355280,Neha Kapoor,Assistant Vice President,5,Contractor,Kunal Verma,,Canada,Dept_0190,88130892,neha10.kapoor@tech.com
891755830,Vikram Aggarwal,Senior Analyst,7,Employee,Kunal Kapoor,6633023354.0,USA,Dept_0765,62440176,vikram9.aggarwal@tech.com
968545231,Jatin Malhotra,Vice President,4,Employee,Neha Malhotra,8252981443.0,Germany,Dept_0544,11188832,jatin6.malhotra@tech.com
413267622,Ankit Gupta,Manager,6,Employee,Rohit Kapoor,6810318649.0,Singapore,Dept_0491,38739034,ankit8.gupta@tech.com
804718104,Rohit Malhotra,Vice President,4,Employee,Jatin Singh,,Germany,Dept_0149,19126002,rohit10.malhotra@tech.com
155426425,Rahul Bansal,Senior Analyst,7,Employee,Rahul Sharma,8692690821.0,Canada,Dept_0371,40244897,rahul12.bansal@tech.com
715103737,Rohit Aggarwal,Junior Associate,10,Employee,Arjun Iyer,9739493707.0,Singapore,Dept_0029,35851098,rohit5.aggarwal@tech.com
281547449,Rohit Kapoor,Associate,9,Employee,Pooja Singh,8058860431.0,Canada,Dept_0893,95274489,rohit4.kapoor@tech.com
720774271,Pooja Malhotra,Assistant Vice President,5,Contractor,Pooja Iyer,,Singapore,Dept_0615,14149208,pooja10.malhotra@tech.com
608052255,Vikram Sharma,Senior Analyst,7,Employee,Kunal Sharma,7587081183.0,Singapore,Dept_0288,72345086,vikram8.sharma@tech.com
775705787,Priya Malhotra,Associate,9,Contractor,Pooja Mehta,9673824404.0,Germany,Dept_0500,61820639,priya4.malhotra@tech.com
165946817,Pooja Malhotra,Junior Associate,10,Contractor,Priya Aggarwal,,Canada,Dept_0502,55957495,pooja11.malhotra@tech.com
379648695,Pooja Sharma,Analyst,8,Contractor,Rohit Singh,7165015038.0,Germany,Dept_0526,40580466,pooja11.sharma@tech.com
705275005,Neha Bansal,Manager,6,Contractor,Ayesha Aggarwal,,UK,Dept_0531,65235862,neha9.bansal@tech.com
942910475,Pooja Iyer,Manager,6,Employee,Arjun Aggarwal,9445613556.0,USA,Dept_0704,58517955,pooja11.iyer@tech.com
880579928,Vikram Verma,Associate,9,Contractor,Pooja Bansal,,India,Dept_0742,49119248,vikram12.verma@tech.com
426493578,Neha Bansal,Associate,9,Employee,Pooja Bansal,9810809648.0,UK,Dept_0252,62563720,neha10.bansal@tech.com
904689266,Priya Bansal,Senior Analyst,7,Contractor,Priya Gupta,6628525161.0,Germany,Dept_0074,43894767,priya11.bansal@tech.com
741707324,Ayesha Malhotra,Vice President,4,Employee,Rahul Kapoor,,UK,Dept_0951,76445238,ayesha12.malhotra@tech.com
846305497,Vikram Bansal,Senior Analyst,7,Contractor,Jatin Malhotra,6855514602.0,India,Dept_0438,94303862,vikram5.bansal@tech.com
137931259,Rahul Kapoor,Senior Analyst,7,Contractor,Priya Singh,,USA,Dept_0186,26497586,rahul10.kapoor@tech.com
279860527,Jatin Sharma,Manager,6,Employee,Ankit Kapoor,8355749608.0,USA,Dept_0803,22870221,jatin7.sharma@tech.com
410535202,Rohit Gupta,Associate,9,Employee,Rohit Verma,,UK,Dept_0640,47201638,rohit4.gupta@tech.com
416343609,Neha Gupta,Manager,6,Contractor,Rahul Malhotra,9985092022.0,USA,Dept_0156,13080842,neha15.gupta@tech.com
957085656,Ankit Gupta,Analyst,8,Contractor,Neha Kapoor,,USA,Dept_0094,86670571,ankit9.gupta@tech.com
478939097,Priya Kapoor,Associate,9,Employee,Rahul Sharma,7057390673.0,USA,Dept_0248,71673933,priya7.kapoor@tech.com
552062605,Amit Gupta,Analyst,8,Employee,Pooja Iyer,,Canada,Dept_0316,68410653,amit5.gupta@tech.com
455960435,Sneha Gupta,Analyst,8,Employee,Kunal Verma,,Singapore,Dept_0730,69610531,sneha7.gupta@tech.com
887927373,Kunal Iyer,Senior Analyst,7,Employee,Rohit Bansal,8324713852.0,USA,Dept_0903,75970674,kunal12.iyer@tech.com
716290544,Vikram Verma,Senior Analyst,7,Employee,Ankit Sharma,8143326766.0,Singapore,Dept_0622,37577660,vikram13.verma@tech.com
603834447,Kunal Sharma,Manager,6,Employee,Kunal Iyer,9384734679.0,USA,Dept_0224,52172791,kunal10.sharma@tech.com
650467819,Priya Gupta,Manager,6,Employee,Amit Gupta,7629699818.0,India,Dept_0703,85606069,priya6.gupta@tech.com
587516124,Kunal Sharma,Assistant Vice President,5,Employee,Kunal Mehta,7670183395.0,UK,Dept_0391,12750674,kunal11.sharma@tech.com
603444049,Kunal Kapoor,Senior Analyst,7,Employee,Vikram Iyer,7878456986.0,UK,Dept_0235,46120895,kunal10.kapoor@tech.com
111578585,Sneha Mehta,Manager,6,Employee,Jatin Gupta,,India,Dept_0391,58932004,sneha7.mehta@tech.com
935937148,Neha Sharma,Vice President,4,Employee,Ayesha Iyer,,UK,Dept_0082,80498380,neha9.sharma@tech.com
674487589,Amit Singh,Manager,6,Contractor,Sneha Malhotra,,USA,Dept_0420,51822022,amit9.singh@tech.com
468879895,Rahul Gupta,Assistant Vice President,5,Employee,Arjun Verma,,UK,Dept_0562,73115666,rahul9.gupta@tech.com
156665940,Amit Gupta,Senior Analyst,7,Employee,Priya Iyer,,India,Dept_0792,23624482,amit6.gupta@tech.com
758245742,Vikram Sharma,Manager,6,Contractor,Rahul Bansal,,USA,Dept_0547,35072772,vikram9.sharma@tech.com
435544022,Jatin Verma,Assistant Vice President,5,Contractor,Jatin Mehta,,Germany,Dept_0517,17630287,jatin6.verma@tech.com
722371297,Amit Aggarwal,Senior Analyst,7,Employee,Vikram Aggarwal,,USA,Dept_0883,91734449,amit6.aggarwal@tech.com
956951458,Pooja Singh,Junior Associate,10,Employee,Ankit Iyer,,Canada,Dept_0113,43314826,pooja11.singh@tech.com
678958595,Pooja Aggarwal,Assistant Vice President,5,Contractor,Sneha Malhotra,,UK,Dept_0472,80986823,pooja7.aggarwal@tech.com
780416949,Arjun Iyer,Junior Associate,10,Contractor,Priya Singh,8780361048.0,Germany,Dept_0592,64384837,arjun7.iyer@tech.com
834518883,Vikram Iyer,Junior Associate,10,Contractor,Kunal Bansal,,USA,Dept_0076,90503553,vikram4.iyer@tech.com
183839817,Rahul Bansal,Manager,6,Contractor,Kunal Bansal,7614668129.0,UK,Dept_0025,52217539,rahul13.bansal@tech.com
818029567,Simran Aggarwal,Senior Analyst,7,Contractor,Sneha Mehta,,Singapore,Dept_0886,89246161,simran12.aggarwal@tech.com
812682111,Kunal Mehta,Junior Associate,10,Contractor,Neha Iyer,,India,Dept_0923,40477018,kunal13.mehta@tech.com
896379397,Sneha Iyer,Senior Analyst,7,Contractor,Priya Kapoor,,Singapore,Dept_0134,65807734,sneha7.iyer@tech.com
777169078,Amit Sharma,Vice President,4,Contractor,Kunal Verma,6228145849.0,Singapore,Dept_0932,61882781,amit2.sharma@tech.com
607291015,Rahul Bansal,Associate,9,Contractor,Arjun Kapoor,9526572818.0,India,Dept_0957,74351832,rahul14.bansal@tech.com
363315107,Ankit Gupta,Vice President,4,Employee,Vikram Kapoor,,USA,Dept_0763,85375348,ankit10.gupta@tech.com
194968544,Jatin Malhotra,Manager,6,Contractor,Rahul Mehta,6103679864.0,Singapore,Dept_0343,92265540,jatin7.malhotra@tech.com
755058332,Pooja Verma,Senior Analyst,7,Contractor,Neha Malhotra,,Singapore,Dept_0777,75433400,pooja9.verma@tech.com
661950074,Vikram Aggarwal,Senior Analyst,7,Employee,Amit Sharma,9542115247.0,UK,Dept_0677,69037205,vikram10.aggarwal@tech.com
184003766,Arjun Singh,Associate,9,Employee,Kunal Sharma,,India,Dept_0632,61524781,arjun8.singh@tech.com
655070355,Neha Aggarwal,Manager,6,Contractor,Kunal Bansal,,USA,Dept_0429,86409465,neha7.aggarwal@tech.com
599221581,Simran Mehta,Assistant Vice President,5,Contractor,Rahul Aggarwal,,India,Dept_0068,31930027,simran10.mehta@tech.com
400025339,Priya Kapoor,Junior Associate,10,Employee,Jatin Sharma,,Canada,Dept_0506,25332633,priya8.kapoor@tech.com
936305099,Sneha Verma,Vice President,4,Contractor,Ankit Bansal,7108459602.0,Canada,Dept_0681,53826526,sneha9.verma@tech.com
905931508,Arjun Bansal,Analyst,8,Employee,Ayesha Iyer,,Singapore,Dept_0495,46532526,arjun7.bansal@tech.com
665226339,Priya Kapoor,Manager,6,Employee,Ankit Verma,8541301421.0,UK,Dept_0110,29860461,priya9.kapoor@tech.com
885220076,Ayesha Gupta,Analyst,8,Contractor,Sneha Singh,,India,Dept_0715,82774096,ayesha10.gupta@tech.com
884030674,Rohit Iyer,Analyst,8,Contractor,Arjun Verma,,USA,Dept_0167,93625448,rohit7.iyer@tech.com
252565264,Arjun Sharma,Senior Analyst,7,Employee,Jatin Sharma,7870988352.0,Singapore,Dept_0158,65596056,arjun9.sharma@tech.com
185967108,Jatin Verma,Senior Analyst,7,Employee,Jatin Malhotra,,Singapore,Dept_0901,76016435,jatin7.verma@tech.com
841415799,Neha Iyer,Senior Analyst,7,Employee,Ankit Verma,,Germany,Dept_0824,32131755,neha9.iyer@tech.com
617042023,Pooja Verma,Manager,6,Employee,Pooja Sharma,,India,Dept_0816,11139490,pooja10.verma@tech.com
723058861,Rohit Kapoor,Assistant Vice President,5,Employee,Arjun Kapoor,,Singapore,Dept_0182,14386856,rohit5.kapoor@tech.com
221509314,Ayesha Verma,Assistant Vice President,5,Employee,Arjun Malhotra,,UK,Dept_0339,23417922,ayesha7.verma@tech.com
495758262,Rahul Aggarwal,Vice President,4,Employee,Arjun Malhotra,,Singapore,Dept_0844,75815017,rahul8.aggarwal@tech.com
856861869,Pooja Singh,Vice President,4,Contractor,Kunal Gupta,,Singapore,Dept_0621,44894223,pooja12.singh@tech.com
618905205,Simran Malhotra,Assistant Vice President,5,Contractor,Rahul Gupta,,Canada,Dept_0291,14299495,simran9.malhotra@tech.com
710045960,Ankit Mehta,Senior Analyst,7,Contractor,Neha Singh,7540827772.0,UK,Dept_0670,63833929,ankit6.mehta@tech.com
140657269,Neha Singh,Senior Analyst,7,Employee,Simran Sharma,7033718228.0,USA,Dept_0721,30833152,neha9.singh@tech.com
135929409,Jatin Bansal,Vice President,4,Employee,Simran Mehta,6462458431.0,USA,Dept_0153,19857239,jatin9.bansal@tech.com
494031067,Kunal Verma,Manager,6,Contractor,Arjun Sharma,7869748884.0,India,Dept_0953,96477961,kunal6.verma@tech.com
718853630,Vikram Bansal,Associate,9,Employee,Simran Mehta,9846528204.0,Canada,Dept_0035,58883349,vikram6.bansal@tech.com
686441554,Neha Verma,Assistant Vice President,5,Employee,Neha Malhotra,6134773956.0,Singapore,Dept_0192,76789013,neha5.verma@tech.com
541133739,Simran Verma,Senior Analyst,7,Employee,Rohit Bansal,9503753558.0,Canada,Dept_0990,66686642,simran7.verma@tech.com
389105464,Simran Bansal,Associate,9,Employee,Neha Sharma,,UK,Dept_0426,22511284,simran7.bansal@tech.com
638727202,Amit Aggarwal,Senior Analyst,7,Employee,Sneha Verma,8202392275.0,UK,Dept_0930,37146258,amit7.aggarwal@tech.com
864643763,Rohit Aggarwal,Associate,9,Contractor,Rohit Gupta,9055290344.0,Germany,Dept_0382,55255509,rohit6.aggarwal@tech.com
354208336,Sneha Malhotra,Vice President,4,Employee,Neha Aggarwal,6634821271.0,Canada,Dept_0675,77777421,sneha2.malhotra@tech.com
884812266,Rohit Malhotra,Manager,6,Contractor,Jatin Iyer,,Singapore,Dept_0988,89319341,rohit11.malhotra@tech.com
634891964,Vikram Kapoor,Analyst,8,Contractor,Vikram Mehta,,Singapore,Dept_0604,94160250,vikram4.kapoor@tech.com
720556736,Sneha Iyer,Junior Associate,10,Employee,Ayesha Sharma,9964639288.0,Germany,Dept_0229,70300178,sneha8.iyer@tech.com
107977894,Arjun Aggarwal,Manager,6,Contractor,Ayesha Kapoor,7695707107.0,India,Dept_0544,40765501,arjun4.aggarwal@tech.com
749155592,Ayesha Kapoor,Vice President,4,Contractor,Rahul Gupta,6009665440.0,India,Dept_0982,20214735,ayesha7.kapoor@tech.com
556095308,Priya Malhotra,Junior Associate,10,Employee,Sneha Verma,8155007714.0,Germany,Dept_0680,16871369,priya5.malhotra@tech.com
299491606,Vikram Malhotra,Senior Analyst,7,Employee,Vikram Mehta,,Singapore,Dept_0575,54102252,vikram5.malhotra@tech.com
342387465,Arjun Gupta,Assistant Vice President,5,Contractor,Priya Aggarwal,6342209638.0,Canada,Dept_0252,74406325,arjun3.gupta@tech.com
481508232,Amit Singh,Vice President,4,Contractor,Ayesha Bansal,8885405719.0,Singapore,Dept_0166,67237068,amit10.singh@tech.com
513084285,Amit Verma,Assistant Vice President,5,Contractor,Kunal Bansal,,India,Dept_0160,26299519,amit4.verma@tech.com
583232960,Neha Sharma,Junior Associate,10,Employee,Ankit Singh,6486923711.0,UK,Dept_0125,77171016,neha10.sharma@tech.com
980544989,Simran Malhotra,Junior Associate,10,Employee,Vikram Verma,8066918107.0,India,Dept_0365,22352071,simran10.malhotra@tech.com
692759204,Rohit Gupta,Manager,6,Employee,Kunal Bansal,,India,Dept_0167,29570681,rohit5.gupta@tech.com
555400410,Vikram Malhotra,Manager,6,Contractor,Amit Aggarwal,9971615921.0,India,Dept_0349,62248036,vikram6.malhotra@tech.com
646980102,Rohit Sharma,Junior Associate,10,Employee,Amit Gupta,,Germany,Dept_0653,74883953,rohit7.sharma@tech.com
587902225,Kunal Sharma,Junior Associate,10,Contractor,Ankit Verma,8394262876.0,Singapore,Dept_0330,96238565,kunal12.sharma@tech.com
293055963,Jatin Aggarwal,Manager,6,Employee,Neha Malhotra,6015984742.0,India,Dept_0681,60001122,jatin9.aggarwal@tech.com
769207967,Rohit Aggarwal,Associate,9,Contractor,Ayesha Verma,,India,Dept_0609,79862230,rohit7.aggarwal@tech.com
557096375,Pooja Mehta,Analyst,8,Contractor,Pooja Sharma,8377629728.0,India,Dept_0640,14359404,pooja8.mehta@tech.com
749001242,Arjun Verma,Junior Associate,10,Contractor,Vikram Verma,8306747621.0,UK,Dept_0040,24304153,arjun5.verma@tech.com
846669883,Arjun Mehta,Vice President,4,Contractor,Jatin Sharma,6657287886.0,UK,Dept_0871,65301707,arjun7.mehta@tech.com
947105447,Ankit Sharma,Vice President,4,Contractor,Simran Kapoor,9172384824.0,Singapore,Dept_0024,13509495,ankit7.sharma@tech.com
589657032,Amit Sharma,Manager,6,Employee,Arjun Mehta,,India,Dept_0999,45460303,amit3.sharma@tech.com
